Unnamed: 0.1,Unnamed: 0,Contexts,Questions,Gold Answers,GPT Answer,Annotator Label - GPT Answer,Category - GPT Answer,BERTScore Similarities GPT,LERC Score GPT,SAS Similarities GPT,BEM Similarities GPT,FLAN-T5 Answer,Annotator Label - FlanT5,Category - FlanT5,LERC Score FlanT5,BERTScore Similarities FlanT5,SAS Similarities FlanT5,BEM Similarities FlanT5
201,200.0,"['( StAR ) and translocator protein to transport cholesterol from the outer mitochondrial membrane to the inner mitochondrial membrane .   The development of the corpus luteum is accompanied by an increase in the level of the steroidogenic enzyme P450scc that converts cholesterol to pregnenolone in the mitochondria . Pregnenolone is then converted to progesterone that is secreted out of the cell and into the blood stream . During the bovine estrous cycle , plasma levels of progesterone increase in parallel to the levels of P450scc and its electron donor adrenodoxin , indicating that progesterone secretion is a result of']",what stimulates the corpus luteum to produce progesterone,['Pregnenolone'],Luteinizing hormone (LH) stimulates the corpus luteum to produce progesterone.,3.0,Different granularity,0.7651087642,1.85725522,0.24613717,0.4017023146,,,,,,,
202,201.0,"['and Karen admitting they liked Brittany and Tiffany a lot more when it was Marcus and Kevin , and the five agree to remain friends , promising to go shopping .   Cast ( edit )    Shawn Wayans as Kevin Copeland   Marlon Wayans as Marcus Anthony Copeland II   Busy Philipps as Karen Googlestein   Jessica Cauffiel as Tori   Jennifer Carpenter as Lisa   John Heard as Warren Vandergeld   Jaime King as Heather Vandergeld   Brittany Daniel as Megan Vandergeld   Terry Crews as Latrell Spencer   Frankie']",who does marlon wayans play in white chicks,['Marcus Anthony Copeland II'],Marlon Wayans plays the characters Kevin and Marcus Copeland in White Chicks.,3.0,Different granularity,0.8118824363,1.513178825,0.26421013,0.8594703078,,,,,,,
203,202.0,"[""2018 NCAA Division I Women 's Basketball Tournament         Season   2017 -- 18     Teams   64     Finals site   Nationwide Arena Columbus , Ohio     Champions   Notre Dame Fighting Irish ( 2nd title , 6th title game , 8th Final Four )     Runner - up   Mississippi State Bulldogs ( 2nd title game , 2nd Final Four )     Semifinalists     Connecticut Huskies ( 19th Final Four ) ""]",who won the ncaa womens basketball championship in 2018,['Notre Dame Fighting Irish'],The University of Notre Dame Fighting Irish women's basketball team.,3.0,Semantically the same,0.8961974978,4.798686504,0.6269533,0.9886115193,,,,,,,
204,203.0,"[': Signing of the United States Declaration of Independence  The Declaration became official when Congress voted for it on July 4 ; signatures of the delegates were not needed to make it official . The handwritten copy of the Declaration of Independence that was signed by Congress is dated July 4 , 1776 . The signatures of fifty - six delegates are affixed ; however , the exact date when each person signed it has long been the subject of debate . Jefferson , Franklin , and Adams all wrote that the Declaration had been signed by Congress on July 4 . But']",when was the declaration of i dependence signed,"['July 4 , 1776']","July 4, 1776",3.0,Exact match,0.9531550407,5.100819588,0.964993,0.9898238778,,,,,,,
205,204.0,"[""1956 as an alternative or replacement to the unofficial motto of E pluribus unum , which was adopted when the Great Seal of the United States was created and adopted in 1782 .   `` In God We Trust '' first appeared on the Two - cent piece in 1864 and has appeared on paper currency since 1957 . A law passed in a Joint Resolution by the 84th Congress ( P.L. 84 - 140 ) and approved by President Dwight Eisenhower on July 30 , 1956 , declared `` In God We Trust '' must appear on American currency""]",when did in god we trust first appear on coins,['1864'],It first appeared on U.S. coins in 1864 during the Civil War era.,3.0,Different granularity,0.8469095826,3.226412773,0.49129215,0.9890271425,,,,,,,
206,205.0,"[""fəl ; French : Tour Eiffel ( tuʁ ‿ ɛfɛl ) ( listen ) ) is a wrought iron lattice tower on the Champ de Mars in Paris , France . It is named after the engineer Gustave Eiffel , whose company designed and built the tower .   Constructed from 1887 -- 1889 as the entrance to the 1889 World 's Fair , it was initially criticized by some of France 's leading artists and intellectuals for its design , but it has become a global cultural icon of France and one of the most recognisable structures in the world . The Eiffel"", ""( tuʁ ‿ ɛfɛl ) ( listen ) ) is a wrought iron lattice tower on the Champ de Mars in Paris , France . It is named after the engineer Gustave Eiffel , whose company designed and built the tower .   Constructed from 1887 -- 1889 as the entrance to the 1889 World 's Fair , it was initially criticized by some of France 's leading artists and intellectuals for its design , but it has become a global cultural icon of France and one of the most recognisable structures in the world . The Eiffel Tower is the most - visited paid monument in""]",when was the eiffel tower built and why,"['Constructed from 1887 -- 1889', ""the entrance to the 1889 World 's Fair""]",The Eiffel Tower was built in 1889 for the Exposition Universelle (World's Fair) to celebrate the 100th anniversary of the French Revolution.,3.0,Incorrect gold label,0.8509235382,1.776948214,0.31064153,0.6383485198,,,,,,,
207,206.0,"[""Washington , D.C. It was the first major battle of the American Civil War . The Union 's forces were slow in positioning themselves , allowing Confederate reinforcements time to arrive by rail . Each side had about 18,000 poorly trained and poorly led troops in their first battle . It was a Confederate victory , followed by a disorganized retreat of the Union forces .   Just months after the start of the war at Fort Sumter , the Northern public clamored for a march against the Confederate capital of Richmond , Virginia , which was expected to bring an early end to""]",who won the battle of first battle of bull run,['It was a Confederate victory'],"The Confederate Army, led by General Beauregard, won the first Battle of Bull Run.",3.0,Different granularity,0.8566765189,4.471746445,0.5835107,0.9791303277,,,,,,,
208,207.0,"[""new home of the Golden State Warriors of the National Basketball Association ( NBA ) . The Warriors , who have been located in the San Francisco Bay Area since 1962 , have played their home games at Oracle Arena in Oakland since 1971 . The arena will open before the 2019 -- 20 NBA season begins , with groundbreaking having occurred during the 2016 -- 17 NBA season .  A map of Chase Center 's planned location    Contents  ( hide )   1 Location and design   2 Planned opening   3 Controversy   4 References""]",when does golden state move to san francisco,['the 2019 -- 20 NBA season'],Golden State Warriors have already moved to San Francisco in 2019.,3.0,Semantically the same,0.8204473853,1.749890566,0.095102966,0.6648706794,,,,,,,
209,208.0,"['         Variant flag of Norway ( Norge )     Use   State and war flag , state and naval ensign     Proportion   16 : 27         The flag of Norway is a red with an indigo blue Scandinavian cross fimbriated in white that extends to the edges of the flag ; the vertical part of the cross is shifted to the hoist side in the style of the Dannebrog , the flag of Denmark .     Contents']",what does red flag with blue cross mean,['The flag of Norway'],It is the flag of Scotland.,1.0,Incorrect prediction,0.9253733754,1.378467679,0.18158242,0.3135324121,,,,,,,
210,209.0,"[""All of the Lights - wikipedia  All of the Lights  Jump to : navigation , search    `` All of the Lights ''     Single by Kanye West featuring Rihanna     from the album My Beautiful Dark Twisted Fantasy     Released   November 25 , 2010 ( 2010 - 11 - 25 )     Recorded       Genre   Hip hop    ""]",who is the girl singing in all of the lights,['Rihanna'],Rihanna,3.0,Exact match,0.9999998212,5.050338268,0.9607894,0.9899693131,,,,,,,
211,210.0,"['sack of flour , the height of a person , a tank of petrol , and the speed of a car . It is also used in science , industry and trade .   In its modern form , it consists of a set of electromechanical base units including metre for length , kilogram for mass , second for time and ampere as an electrical unit , and a few others , which together with their derived units , can measure any useful quantity . Metric system may also refer to other systems of related base and derived units defined']",standard unit of distance in the metric system,['metre'],meter,3.0,Semantically the same,0.999760747,5.09294796,0.96135676,0.9825662374,,,,,,,
212,211.0,"[""  Manchuria    Kantokuen   Manchuria ( 1945 )   Mutanchiang   Sakhalin Island   Kuril Islands   Shumshu   Second Sino - Japanese War     The attack on Pearl Harbor was a surprise military strike by the Imperial Japanese Navy Air Service against the United States naval base at Pearl Harbor , Hawaii Territory , on the morning of December 7 , 1941 . The attack , also known as the Battle of Pearl Harbor , led to the United States ' entry into World War II . The Japanese military leadership"", ""  Manchuria ( 1945 )   Mutanchiang   Sakhalin Island   Kuril Islands   Shumshu   Second Sino - Japanese War     The attack on Pearl Harbor was a surprise military strike by the Imperial Japanese Navy Air Service against the United States naval base at Pearl Harbor , Hawaii Territory , on the morning of December 7 , 1941 . The attack , also known as the Battle of Pearl Harbor , led to the United States ' entry into World War II . The Japanese military leadership referred to the attack""]",who was involved in the bombing of pearl harbour,"['Imperial Japanese Navy Air Service', 'United States']",The Japanese military.,3.0,Different granularity,0.9058831334,4.377694607,0.31136745,0.1182974204,,,,,,,
213,212.0,"[""  It also resembles the Greek letters Theta and Phi in some fonts ( although usually , the slash is horizontal or vertical , respectively ) .   The symbols Ø and `` ∅ '' ( U + 2205 ) are used in mathematics to refer to the empty set .   `` ⌀ '' ( U + 2300 ) is Unicode 's code point for the diameter symbol .   In German - speaking countries , Ø is also used as a symbol for average value : average in German is Durchschnitt , directly translated as cut""]",what does a 0 with a line through it mean in math,['empty set'],"It denotes the number zero, but with a slash through it to distinguish it from the letter 'O'.",1.0,Mismatch with question intent,0.8134217858,1.363075733,0.02841926,0.04865372181,,,,,,,
